FilePath|Title|Author|Originator|Revision Number|Creation Time|Part Number|Material|Designer|Mass|TotalMass|PRODHIERARCHY|MATGROUP|MATERIALTYPE|MATDESC1|MATDESC2|MATDESC3|EXTMATGROUP|TITLE1|TITLE2|TITLE3|RAD1|RAD2|RAD3|TECHDESC|ALLViewScales|CLASSIFICATION|DATE CREATED|PaperSIZE|REVISIONCURRENT|LAB_OFFICE|UNIT_OF_MEASURE|Description|NETWEIGHT|DRAWNDATE|HDMATWT
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FEEDBOX\Liner\AX00-100026167.ipt|AX00-100001030.ipt|MDIR\manvandemo|not_found|1|5/22/2013 12:00:00 AM|AX00-100026167|S235JR|Pedro.Classio|4728.8197667571|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|TITLE2 doest not exist|5x305x400|not_found|not_found|not_found|5x305x400|not_found|RESTRICTED|7/13/2020 9:02:48 AM|not_found|01|135 - Mining Screens - Global|EA|5 x 380 x 572|not_found|not_found|8,1
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FEEDBOX\Liner\ZX11854460.ipt|Title doest not exist|manhensesi|not_found|Revision Number doest not exist|11/10/2020 12:00:00 AM|ZX11854460|Rubber|manhensesi|5553.34695001379|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|MATDESC1 doest not exist|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|TITLE3 doest not exist|not_found|not_found|not_found|TECHDESC doest not exist|not_found|RESTRICTED|DATE CREATED doest not exist|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|5,553 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FEEDBOX\AX00-100027020.ipt|AX00-100027020|manhensesi|not_found|Revision Number doest not exist|9/4/2020 12:00:00 AM|AX00-100027020|RUBBER - T60|manhensesi|1911.6888|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|RUBBER|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|10 x 622 x 286 T60|not_found|not_found|not_found|10 x 622 x 286 T60|not_found|RESTRICTED|2020-09-04|not_found|02|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|1,912 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\0918\AX00-100046368.ipt|AX00-100046368|manhensesi|not_found|Revision Number doest not exist|8/3/2020 12:00:00 AM|AX00-100046368|RUBBER - T60|manvandemo|5154.20204265023|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|RUBBER|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|2117 x 263 x10 T60|not_found|not_found|not_found|2117 x 263 x10 T60|not_found|RESTRICTED|29/04/2022|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|5,154 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\0918\AX00-100046369.ipt|AX00-100046369|manhensesi|not_found|Revision Number doest not exist|8/3/2020 12:00:00 AM|AX00-100046369|RUBBER - T60|manvandemo|5154.20204265023|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|RUBBER|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|2117 x 263 x10 T60|not_found|not_found|not_found|2117 x 263 x10 T60|not_found|RESTRICTED|29/04/2022|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|5,154 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\0930\AX00-100025078.ipt|AX00-100025078.ipt|manvandemo|not_found|Revision Number doest not exist|1/23/2017 12:00:00 AM|AX00-100025078|S355J2H|manimpest|25856.0644367054|not_found|M38140 - Standard Screen and Vibrating Spares|MA - METAL FABRICATION - CUT & MACHINED PARTS|YHAM - DESIGN MATERIAL|BEAM|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|EN10210 150 x 100 x 8 x 924|not_found|not_found|not_found|EN10210 150 x 100 x 8 x 924|not_found|RESTRICTED|2020-07-23|not_found|01|135 - Mining Screens - Global|EA|Tube|not_found|not_found|25.9
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\1230\AX00-100036228.ipt|AX00-100036228|MDIR\manhensesi|not_found|Revision Number doest not exist|1/23/2017 12:00:00 AM|AX00-100036228|S355J2H|manimpest|42925.544205526|not_found|M38140 - Standard Screen and Vibrating Spares|MA - METAL FABRICATION - CUT & MACHINED PARTS|YHAM - DESIGN MATERIAL|BEAM|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|EN10210 150 x 100 x 8 x 1534|not_found|not_found|not_found|EN10210 150 x 100 x 8 x 1534|not_found|RESTRICTED|12/10/2020 11:09:02 AM|not_found|01|135 - Mining Screens - Global|EA|Tube|not_found|not_found|42.9
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\1836\AX00-100028265.ipt|Title doest not exist|manhensesi|not_found|Revision Number doest not exist|8/3/2020 12:00:00 AM|AX00-100028265|Rubber|manvandemo|8099.94555141285|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|RUBBER|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|3955 x 263 x10|not_found|not_found|not_found|3955 x 263 x10|not_found|RESTRICTED|9/17/2020|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|8,100 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\1848\AX00-100027078.ipt|Title doest not exist|MDIR\manhensesi|not_found|Revision Number doest not exist|1/23/2017 12:00:00 AM|AX00-100027078|S355J2H|manimpest|51460.2840899364|not_found|M38140 - Standard Screen and Vibrating Spares|MA - METAL FABRICATION - CUT & MACHINED PARTS|YHAM - DESIGN MATERIAL|BEAM|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|EN10210 150 x 100 x 8 x 1839|not_found|not_found|not_found|EN10210 150 x 100 x 8 x 1839|not_found|RESTRICTED|9/14/2020 10:14:27 AM|not_found|01|135 - Mining Screens - Global|not_found|Tube|not_found|not_found|51.5
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\1848\AX00-100027079.ipt|Title doest not exist|manhensesi|not_found|Revision Number doest not exist|5/31/2017 12:00:00 AM|AX00-100027079|S235J2|manvandemo|105661.32961655|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|BENDING PLATE|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|5185 x 334 x8|not_found|not_found|not_found|5185 x 334 x8|not_found|RESTRICTED|9/14/2020|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|105,661 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\AX00-100025345.ipt|AX00-100025345.ipt|manvandemo|not_found|Revision Number doest not exist|7/1/2020 12:00:00 AM|AX00-100025345|S355J2|manvandemo|22850.1418847664|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|12 x 92 x 3355|not_found|not_found|not_found|12 x 92 x 3355|not_found|RESTRICTED|2020-07-01|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|22,850 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\AX00-100046445.ipt|AX00-100046445|manhensesi|not_found|Revision Number doest not exist|7/1/2020 12:00:00 AM|AX00-100046445|1.4462|manvandemo|6071.500417023|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|8 x 50 x 2135|not_found|not_found|not_found|8 x 50 x 2135|not_found|RESTRICTED|10/1/2021|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|6,072 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\FRAME\AX00-100053954.ipt|Title doest not exist|manhensesi|not_found|Revision Number doest not exist|7/1/2020 12:00:00 AM|AX00-100053954|S355J2|manvandemo|31077.0306960943|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|12 x 92 x 4575|not_found|not_found|not_found|12 x 92 x 4575|not_found|RESTRICTED|29/04/2022|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|31,077 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Lifting Beam\AX00-100026913.ipt|Title doest not exist|manvandemo|not_found|Revision Number doest not exist|8/20/2020 12:00:00 AM|AX00-100026913|S235J2|manvandemo|159.640090298383|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|BUSH INSERT|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|Ø 48 x30|not_found|not_found|not_found|Ø 48 x30|not_found|RESTRICTED|2020-08-20|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|0,160 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Lifting Beam\AX00-100027090.ipt|Title doest not exist|manhensesi|not_found|Revision Number doest not exist|7/8/2020 12:00:00 AM|AX00-100027090|S235J2|manvandemo|41767.4899691359|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|ANGLE, EQUAL|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|L150x150x10x1825|not_found|not_found|not_found|L150x150x10x1825|not_found|RESTRICTED|9/14/2020|not_found|01|135 - Mining Screens - Global|not_found|Hot-rolled structural steel section-Equal angles|not_found|not_found|41.8
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Lifting Beam\AX00-100033084.ipt|AX00-100033084|manhensesi|not_found|Revision Number doest not exist|7/8/2020 12:00:00 AM|AX00-100033084|S235J2|manvandemo|18208.6775828943|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|ANGLE BAR|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|L100x100x10x1215|not_found|not_found|not_found|L100x100x10x1215|not_found|RESTRICTED|2022-05-06|not_found|01|135 - Mining Screens - Global|EA|Hot-rolled structural steel section-Equal angles|not_found|not_found|18.2
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Mechanism_Beam\welded version\NB0900\AX00-100026812.ipt|AX00-100026812.ipt|MDIR\manvandemo|not_found|Revision Number doest not exist|8/3/2020 12:00:00 AM|AX00-100026812|ASTM A36|manvandemo|95871.1330402669|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|25 x 882 x 578|not_found|not_found|not_found|25 x 882 x 578|not_found|RESTRICTED|8/17/2020 9:38:06 AM|not_found|02|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|95,871 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Mechanism_Beam\welded version\NB1200\AX00-100033073.ipt|AX00-100033073|manhensesi|not_found|Revision Number doest not exist|8/3/2020 12:00:00 AM|AX00-100033073|S235JR|manvandemo|30183.0258003015|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|25 x 1187 x 154|not_found|not_found|not_found|25 x 1187 x 154|not_found|RESTRICTED|2022-05-06|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|30,183 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Mechanism_Beam\welded version\NB1200\AX00-100036217.ipt|AX00-100036217|manhensesi|not_found|Revision Number doest not exist|8/3/2020 12:00:00 AM|AX00-100036217|ASTM A36|manvandemo|90503.7603573141|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z273 - MULTIFLO|TITLE1 doest not exist|not_found|20 x 1498 x 450|not_found|not_found|not_found|20 x 1498 x 450|not_found|RESTRICTED|12/10/2020|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|90,504 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Mechanism_Beam\AX00-100028521.ipt|Title doest not exist|manhensesi|not_found|Revision Number doest not exist|8/13/2020 12:00:00 AM|AX00-100028521|S235J2|manvandemo|44580.1106895465|not_found|M38140 - Standard Screen and Vibrating Spares|MC - METAL FABRICATION - ASSEMBLY & Module / Machine|YHAM - DESIGN MATERIAL|MOUNTING PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|OLI MVE PATTERN 250 x 380 Ø 36|not_found|not_found|not_found|OLI MVE PATTERN 250 x 380 Ø 36|not_found|RESTRICTED|9/22/2020|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|44,580 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Mechanism_Beam\AX00-100029987.ipt|AX05-100001418|MDIR\manhensesi|not_found|Revision Number doest not exist|8/4/2014 12:00:00 AM|AX00-100029987|ASTM A36|newraghala|14812.6245695771|not_found|M38150 - Classic Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|SCREENMISC - SCREEN MISCELLANEOUS|TITLE1 doest not exist|not_found|TITLE3 doest not exist|not_found|not_found|not_found|20 x 450 x 474|not_found|RESTRICTED|10/7/2020 1:45:42 PM|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|37,2
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX18-(U)\AX00-100046160.ipt|AX00-100046160|manhensesi|not_found|Revision Number doest not exist|8/24/2020 12:00:00 AM|AX00-100046160|S235J2|manvandemo|4681.95154238398|not_found|M38140 - Standard Screen and Vibrating Spares|MC - METAL FABRICATION - ASSEMBLY & Module / Machine|YHAM - DESIGN MATERIAL|STIFFENER|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|20 x 261 x 393|not_found|not_found|not_found|20 x 261 x 393|not_found|RESTRICTED|29/04/2022|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|4,654 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX18-(U)\AX00-100046169.ipt|AX00-100046169|manhensesi|not_found|Revision Number doest not exist|7/9/2020 12:00:00 AM|AX00-100046169|S235J2|manvandemo|28637.1196223434|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|1253 x 438 x 8|not_found|not_found|not_found|1253 x 438 x 8|not_found|RESTRICTED|29/04/2022|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|28,637 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX24-(U)\AX00-100044486.ipt|AX00-100044486|manhensesi|not_found|Revision Number doest not exist|6/23/2020 12:00:00 AM|AX00-100044486|S235J2|manvandemo|13073.0436167714|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|ANGLE BAR|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|L75x75x9x1331|not_found|not_found|not_found|L75x75x9x1331|not_found|RESTRICTED|2022-05-05|not_found|01|135 - Mining Screens - Global|EA|Hot-rolled structural steel section-Equal angles|not_found|not_found|13,073 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX24-(U)\AX00-100045260.ipt|AX00-100045260|manhensesi|not_found|Revision Number doest not exist|7/9/2020 12:00:00 AM|AX00-100045260|S235J2|manvandemo|26143.6268170076|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|1121 x 438 x 8|not_found|not_found|not_found|1121 x 438 x 8|not_found|RESTRICTED|2022-05-05|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|26,144 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX24-(U)\AX00-100045266.ipt|AX00-100045266|manhensesi|not_found|Revision Number doest not exist|7/9/2020 12:00:00 AM|AX00-100045266|S235J2|manvandemo|26143.6268170076|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|1121 x 438 x 8|not_found|not_found|not_found|1121 x 438 x 8|not_found|RESTRICTED|2022-05-05|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|26,144 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX30-(U)\Special\AX00-100026177.ipt|AX00-100026177.ipt|manvandemo|not_found|Revision Number doest not exist|7/9/2020 12:00:00 AM|AX00-100026177|S235J2|manvandemo|22923.98719964|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|8 x 882 x 459|not_found|not_found|not_found|8 x 882 x 459|not_found|RESTRICTED|2020-07-09|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|22,924 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX30-(U)\Special\AX00-100026588.ipt|AX00-100026588.ipt|manvandemo|not_found|Revision Number doest not exist|7/9/2020 12:00:00 AM|AX00-100026588|S235J2|manvandemo|28013.393163544|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|1124 x 459 x 8|not_found|not_found|not_found|1124 x 459 x 8|not_found|RESTRICTED|2020-07-09|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|28,013 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX30-(U)\AX00-100026547.ipt|AX00-100026547.ipt|manvandemo|not_found|Revision Number doest not exist|8/3/2020 12:00:00 AM|AX00-100026547|S235J2|manvandemo|49599.6503809233|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|1953 x 483 x 8|not_found|not_found|not_found|1953 x 483 x 8|not_found|RESTRICTED|2020-08-03|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|49,600 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX36-(U)\AX00-100027061.ipt|Title doest not exist|manhensesi|not_found|Revision Number doest not exist|6/23/2020 12:00:00 AM|AX00-100027061|S235J2|manvandemo|17207.2398468789|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|ANGLE BAR|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|L75x75x9x1745|not_found|not_found|not_found|L75x75x9x1745|not_found|RESTRICTED|9/14/2020|not_found|01|135 - Mining Screens - Global|not_found|Hot-rolled structural steel section-Equal angles|not_found|not_found|17.2
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX36-(U)\AX00-100027069.ipt|Title doest not exist|manhensesi|not_found|Revision Number doest not exist|6/23/2020 12:00:00 AM|AX00-100027069|S235J2|manvandemo|30688.7376253287|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|ANGLE BAR|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|L75x75x9x3110|not_found|not_found|not_found|L75x75x9x3110|not_found|RESTRICTED|9/14/2020|not_found|01|135 - Mining Screens - Global|not_found|Hot-rolled structural steel section-Equal angles|not_found|not_found|30,689 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX42-(U)\AX00-100053931.ipt|AX00-100053931|manhensesi|not_found|Revision Number doest not exist|6/23/2020 12:00:00 AM|AX00-100053931|S235J2|manvandemo|19559.0206159253|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|ANGLE BAR|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|L75x75x9x1980|not_found|not_found|not_found|L75x75x9x1980|not_found|RESTRICTED|2022-05-10|not_found|01|135 - Mining Screens - Global|EA|Hot-rolled structural steel section-Equal angles|not_found|not_found|19,559 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX42-(U)\AX00-100053937.ipt|AX00-100053937|manhensesi|not_found|Revision Number doest not exist|8/3/2020 12:00:00 AM|AX00-100053937|S235J2|manvandemo|93459.7354309832|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|2166 x 1008 x 8|not_found|not_found|not_found|2166 x 1008 x 8|not_found|RESTRICTED|2022-05-10|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|93,460 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX42-(U)\AX00-100053943.ipt|AX00-100053943|manhensesi|not_found|Revision Number doest not exist|6/25/2020 12:00:00 AM|AX00-100053943|S235J2|manvandemo|330438.50203824|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|SIDE PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|5100 x 1483 x 8|not_found|not_found|not_found|5100 x 1483 x 8|not_found|RESTRICTED|9/14/2020 |not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|330,439 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX48-(U)\300mm Sideliner\AX00-100033098.ipt|AX00-100028259.ipt|MDIR\manhensesi|not_found|Revision Number doest not exist|8/3/2020 12:00:00 AM|AX00-100033098|S235J2|manvandemo|97476.1615959481|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|2467 x 795 x 8|not_found|not_found|not_found|2467 x 795 x 8|not_found|RESTRICTED|10/21/2020 2:31:56 PM|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|97,506 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX48-(U)\AX00-100028249.ipt|AX00-100028249.ipt|manhensesi|not_found|Revision Number doest not exist|7/9/2020 12:00:00 AM|AX00-100028249|S235J2|manvandemo|22303.7237613254|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|PLATE|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|889 x 438 x 8|not_found|not_found|not_found|889 x 438 x 8|not_found|RESTRICTED|9/17/2020|not_found|01|135 - Mining Screens - Global|mm|Description doest not exist|not_found|not_found|22,304 kg
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX48-(U)\AX00-100028255.ipt|Title doest not exist|MDIR\manhensesi|not_found|Revision Number doest not exist|6/23/2020 12:00:00 AM|AX00-100028255|S235J2|manvandemo|4925.69545976026|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|ANGLE BAR|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|L75x75x9x510|not_found|not_found|not_found|L75x75x9x510|not_found|RESTRICTED|9/17/2020 1:48:05 PM|not_found|01|135 - Mining Screens - Global|not_found|Hot-rolled structural steel section-Equal angles|not_found|not_found|4.9
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Sidewall\LHXX48-(U)\AX00-100028263.ipt|Title doest not exist|manhensesi|not_found|Revision Number doest not exist|6/23/2020 12:00:00 AM|AX00-100028263|S235J2|manvandemo|39120.6556260761|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|ANGLE BAR|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|L75x75x9x3959|not_found|not_found|not_found|L75x75x9x3959|not_found|RESTRICTED|9/17/2020|not_found|01|135 - Mining Screens - Global|not_found|Hot-rolled structural steel section-Equal angles|not_found|not_found|39.1
C:\Temp\Test02_versionUpgrad\Mannheim\ACVL_LH(U\ACVL_Development_2020\Splashprotection\AX00-100032811.ipt|Title doest not exist|manvandemo|not_found|Revision Number doest not exist|10/20/2020 12:00:00 AM|AX00-100032811|Rubber|manvandemo|18509.0970294662|not_found|M38140 - Standard Screen and Vibrating Spares|EG - FEEDERS & SCREENS|YHAM - DESIGN MATERIAL|RUBBER|not_found|not_found|Z272 - LOW-HEAD|TITLE1 doest not exist|not_found|2010x1240x8|not_found|not_found|not_found|2010x1240x8|not_found|RESTRICTED|2020-10-20|not_found|01|LAB_OFFICE doest not exist|mm|Description doest not exist|not_found|not_found|18,509 kg
